customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,transaction_date,amount,category,channel,balance_after,premium_amount,start_date,end_date,status,transaction_date_year,transaction_date_month,transaction_date_day,transaction_date_weekday,start_date_year,start_date_month,start_date_day,start_date_weekday,end_date_year,end_date_month,end_date_day,end_date_weekday,product_type
4061,47.0,High,Go Banking,"Engineer, Biomedical",Nyeri,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Life
4062,47.0,High,Gold,"Scientist, Clinical (Histocompatibility And Immunogenetics)",Kitale,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,4876.0,2022-07-04 00:00:00.000000000,2027-03-02 00:00:00.000000000,Active,2025,3,15,5,2022,7,4,0,2027,3,2,1,Medical
4062,47.0,High,Gold,"Scientist, Clinical (Histocompatibility And Immunogenetics)",Kitale,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-02-06 00:00:00.000000000,2029-01-08 00:00:00.000000000,Active,2025,3,15,5,2024,2,6,1,2029,1,8,0,Life
4063,47.0,Low,Go Banking,Media Buyer,Embu,Low,2025-08-17 00:00:00.000000000,148121.0,Bills,Ussd,155192.0,7611.0,2024-06-28 00:00:00.000000000,2026-12-18 00:00:00.000000000,Active,2025,8,17,6,2024,6,28,4,2026,12,18,4,Gadget
4063,47.0,Low,Go Banking,Media Buyer,Embu,Low,2025-09-11 00:00:00.000000000,148121.0,Groceries,Internet Banking,406233.0,7611.0,2024-06-28 00:00:00.000000000,2026-12-18 00:00:00.000000000,Active,2025,9,11,3,2024,6,28,4,2026,12,18,4,Gadget
4064,47.0,Medium,SME,Microbiologist,Bomet,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,11846.0,2023-09-15 15:49:17.609391872,2027-04-06 00:00:00.000000000,Active,2025,3,15,5,2023,9,15,4,2027,4,6,1,Travel
4064,47.0,Medium,SME,Microbiologist,Bomet,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-06-30 00:00:00.000000000,2026-12-15 00:00:00.000000000,Lapsed,2025,3,15,5,2023,6,30,4,2026,12,15,1,Motor
4065,47.0,Low,Go Banking,Hydrographic Surveyor,Kisumu,Medium,2025-06-18 00:00:00.000000000,190264.0,Personal,Ussd,278297.0,7611.0,2024-09-02 00:00:00.000000000,2029-02-11 00:00:00.000000000,Active,2025,6,18,2,2024,9,2,0,2029,2,11,6,Travel
4065,47.0,Low,Go Banking,Hydrographic Surveyor,Kisumu,Medium,2025-06-18 00:00:00.000000000,190264.0,Personal,Ussd,278297.0,7611.0,2024-10-23 00:00:00.000000000,2027-07-29 00:00:00.000000000,Lapsed,2025,6,18,2,2024,10,23,2,2027,7,29,3,Gadget
4065,47.0,Low,Go Banking,Hydrographic Surveyor,Kisumu,Medium,2025-06-18 00:00:00.000000000,190264.0,Personal,Ussd,278297.0,14228.0,2022-08-28 00:00:00.000000000,2028-11-17 00:00:00.000000000,Pending,2025,6,18,2,2022,8,28,6,2028,11,17,4,Gadget
4066,47.0,Medium,Gold,Equality And Diversity Officer,Kwale,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-04-10 00:00:00.000000000,2028-08-23 00:00:00.000000000,Pending,2025,3,15,5,2024,4,10,2,2028,8,23,2,Medical
4067,47.0,High,Platinum,Professor Emeritus,Mombasa,Low,2025-03-19 00:00:00.000000000,218804.0,Personal,Branch,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,19,2,2023,9,15,4,2027,9,19,6,Travel
4068,47.0,Vary,SME,"Administrator, Civil Service",Kwale,Low,2025-05-02 00:00:00.000000000,163744.0,School Fees,Internet Banking,432930.0,7611.0,2025-01-02 00:00:00.000000000,2027-03-10 00:00:00.000000000,Pending,2025,5,2,4,2025,1,2,3,2027,3,10,2,Motor
4069,47.0,Vary,Gold,Clinical Molecular Geneticist,Narok,Low,2024-12-09 00:00:00.000000000,264320.0,Bills,Internet Banking,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,12,9,0,2023,9,15,4,2027,9,19,6,Medical
4070,47.0,High,Go Banking,"Designer, Jewellery",Thika Road,High,2024-08-25 00:00:00.000000000,249911.0,Personal,Ussd,774376.0,3555.0,2022-11-30 00:00:00.000000000,2027-01-16 00:00:00.000000000,Pending,2024,8,25,6,2022,11,30,2,2027,1,16,5,Gadget
4071,47.0,Medium,SME,Manufacturing Engineer,Kakamega,Medium,2024-04-30 00:00:00.000000000,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,4,30,1,2023,9,15,4,2027,9,19,6,Motor
4072,47.0,Low,Go Banking,Exhibition Designer,Bungoma,Low,2024-10-17 00:00:00.000000000,148121.0,School Fees,App,398965.0,7367.0,2022-06-25 00:00:00.000000000,2028-12-31 00:00:00.000000000,Lapsed,2024,10,17,3,2022,6,25,5,2028,12,31,6,Medical
4072,47.0,Low,Go Banking,Exhibition Designer,Bungoma,Low,2026-01-16 00:00:00.000000000,148121.0,Groceries,App,245360.0,7367.0,2022-06-25 00:00:00.000000000,2028-12-31 00:00:00.000000000,Lapsed,2026,1,16,4,2022,6,25,5,2028,12,31,6,Gadget
4072,47.0,Low,Go Banking,Exhibition Designer,Bungoma,Low,2025-08-22 00:00:00.000000000,266462.0,School Fees,App,372998.0,7367.0,2022-06-25 00:00:00.000000000,2028-12-31 00:00:00.000000000,Lapsed,2025,8,22,4,2022,6,25,5,2028,12,31,6,Medical
4073,47.0,High,Go Banking,Public Relations Account Executive,Naivasha,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-02-12 00:00:00.000000000,2026-12-31 00:00:00.000000000,Lapsed,2025,3,15,5,2023,2,12,6,2026,12,31,3,Travel
4074,47.0,Vary,Platinum,Manufacturing Engineer,Isiolo,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-12-04 00:00:00.000000000,2028-06-19 00:00:00.000000000,Lapsed,2025,3,15,5,2023,12,4,0,2028,6,19,0,Travel
4074,47.0,Vary,Platinum,Manufacturing Engineer,Isiolo,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-08-30 00:00:00.000000000,2026-04-27 00:00:00.000000000,Pending,2025,3,15,5,2024,8,30,4,2026,4,27,0,Travel
4074,47.0,Vary,Platinum,Manufacturing Engineer,Isiolo,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,8298.0,2023-06-19 00:00:00.000000000,2028-08-08 00:00:00.000000000,Active,2025,3,15,5,2023,6,19,0,2028,8,8,1,Medical
4075,47.0,Medium,Go Banking,Historic Buildings Inspector/Conservation Officer,Kajiado,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-11-28 00:00:00.000000000,2027-09-01 00:00:00.000000000,Active,2025,3,15,5,2024,11,28,3,2027,9,1,2,Life
4076,47.0,Low,Go Banking,Agricultural Consultant,Thika Road,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Life
4077,47.0,Vary,Gold,"Restaurant Manager, Fast Food",Embu,Low,2024-11-23 00:00:00.000000000,54982.0,School Fees,Ussd,273530.0,7611.0,2022-11-14 00:00:00.000000000,2026-12-21 00:00:00.000000000,Active,2024,11,23,5,2022,11,14,0,2026,12,21,0,Travel
4078,47.0,Medium,Go Banking,Communications Engineer,Naivasha,Low,2025-01-09 00:00:00.000000000,148121.0,Personal,Branch,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,1,9,3,2023,9,15,4,2027,9,19,6,Life
4078,47.0,Medium,Go Banking,Communications Engineer,Naivasha,Low,2026-02-11 00:00:00.000000000,148121.0,Personal,Internet Banking,658754.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2026,2,11,2,2023,9,15,4,2027,9,19,6,Life
4079,47.0,Low,Platinum,Metallurgist,Siaya,Low,2026-03-08 00:00:00.000000000,246773.0,Groceries,Ussd,379174.0,7611.0,2024-11-04 00:00:00.000000000,2029-02-06 00:00:00.000000000,Active,2026,3,8,6,2024,11,4,0,2029,2,6,1,Motor
4080,47.0,Vary,Go Banking,Media Buyer,Wajir,High,2024-06-10 00:00:00.000000000,148121.0,Bills,App,406233.0,7611.0,2022-06-10 00:00:00.000000000,2026-06-14 00:00:00.000000000,Lapsed,2024,6,10,0,2022,6,10,4,2026,6,14,6,Medical
4081,33.0,Low,Go Banking,Sports Administrator,Naivasha,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Travel
4082,47.0,Vary,Go Banking,Barrister'S Clerk,Voi,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Motor
4083,47.0,Vary,SME,Market Researcher,Meru,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-05-02 00:00:00.000000000,2029-02-25 00:00:00.000000000,Active,2025,3,15,5,2022,5,2,0,2029,2,25,6,Gadget
4084,47.0,Vary,Platinum,Ceramics Designer,Voi,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Medical
4085,47.0,Low,SME,"Lighting Technician, Broadcasting/Film/Video",Wajir,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-04-01 00:00:00.000000000,2027-07-08 00:00:00.000000000,Active,2025,3,15,5,2024,4,1,0,2027,7,8,3,Motor
4086,21.0,Vary,Platinum,"Teacher, Secondary School",Kitale,High,2024-05-05 00:00:00.000000000,148121.0,Personal,App,406233.0,7611.0,2022-08-25 00:00:00.000000000,2027-07-31 00:00:00.000000000,Pending,2024,5,5,6,2022,8,25,3,2027,7,31,5,Life
4087,47.0,Medium,Platinum,Applications Developer,Kajiado,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,5348.0,2024-06-12 00:00:00.000000000,2026-06-19 00:00:00.000000000,Active,2025,3,15,5,2024,6,12,2,2026,6,19,4,Motor
4088,47.0,Vary,Gold,Labourer,Thika,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-08-09 00:00:00.000000000,2027-11-20 00:00:00.000000000,Active,2025,3,15,5,2024,8,9,4,2027,11,20,5,Motor
4089,47.0,Vary,SME,Quantity Surveyor,Busia,Low,2024-12-18 00:00:00.000000000,148121.0,Travel,Internet Banking,600786.0,7611.0,2023-06-09 00:00:00.000000000,2028-07-22 00:00:00.000000000,Active,2024,12,18,2,2023,6,9,4,2028,7,22,5,Gadget
4089,47.0,Vary,SME,Quantity Surveyor,Busia,Low,2025-11-25 00:00:00.000000000,148121.0,Groceries,Branch,406233.0,7611.0,2023-06-09 00:00:00.000000000,2028-07-22 00:00:00.000000000,Active,2025,11,25,1,2023,6,9,4,2028,7,22,5,Gadget
4089,47.0,Vary,SME,Quantity Surveyor,Busia,Low,2025-01-29 00:00:00.000000000,148121.0,Electronics,Internet Banking,406233.0,7611.0,2023-06-09 00:00:00.000000000,2028-07-22 00:00:00.000000000,Active,2025,1,29,2,2023,6,9,4,2028,7,22,5,Life
4090,64.0,Vary,Platinum,"Accountant, Chartered Public Finance",Lamu,Medium,2025-12-05 00:00:00.000000000,266069.0,Travel,Branch,406233.0,7611.0,2022-11-04 00:00:00.000000000,2026-04-28 00:00:00.000000000,Active,2025,12,5,4,2022,11,4,4,2026,4,28,1,Gadget
4090,64.0,Vary,Platinum,"Accountant, Chartered Public Finance",Lamu,Medium,2025-12-05 00:00:00.000000000,266069.0,Travel,Branch,406233.0,10180.0,2024-05-14 00:00:00.000000000,2026-09-25 00:00:00.000000000,Active,2025,12,5,4,2024,5,14,1,2026,9,25,4,Medical
4091,47.0,Vary,Platinum,Structural Engineer,Naivasha,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Gadget
4092,47.0,Vary,Gold,Armed Forces Training And Education Officer,Siaya,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-09-26 00:00:00.000000000,2028-07-08 00:00:00.000000000,Pending,2025,3,15,5,2022,9,26,0,2028,7,8,5,Travel
4093,47.0,Vary,SME,Textile Designer,Nakuru,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-02-28 00:00:00.000000000,2027-01-23 00:00:00.000000000,Active,2025,3,15,5,2024,2,28,2,2027,1,23,5,Motor
4093,47.0,Vary,SME,Textile Designer,Nakuru,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-12-19 00:00:00.000000000,2026-11-30 00:00:00.000000000,Active,2025,3,15,5,2023,12,19,1,2026,11,30,0,Travel
4093,47.0,Vary,SME,Textile Designer,Nakuru,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-06-08 00:00:00.000000000,2029-03-03 00:00:00.000000000,Pending,2025,3,15,5,2023,6,8,3,2029,3,3,5,Gadget
4094,47.0,Vary,Go Banking,Banker,Homa Bay,Low,2024-04-26 00:00:00.000000000,148121.0,Personal,Internet Banking,406233.0,13551.0,2024-07-31 00:00:00.000000000,2026-09-24 00:00:00.000000000,Active,2024,4,26,4,2024,7,31,2,2026,9,24,3,Travel
4094,47.0,Vary,Go Banking,Banker,Homa Bay,Low,2024-04-26 00:00:00.000000000,148121.0,Personal,Internet Banking,406233.0,7611.0,2024-05-10 00:00:00.000000000,2028-08-10 00:00:00.000000000,Lapsed,2024,4,26,4,2024,5,10,4,2028,8,10,3,Medical
4094,47.0,Vary,Go Banking,Banker,Homa Bay,Low,2025-06-15 00:00:00.000000000,148121.0,School Fees,App,375991.0,13551.0,2024-07-31 00:00:00.000000000,2026-09-24 00:00:00.000000000,Active,2025,6,15,6,2024,7,31,2,2026,9,24,3,Gadget
4094,47.0,Vary,Go Banking,Banker,Homa Bay,Low,2025-06-15 00:00:00.000000000,148121.0,School Fees,App,375991.0,7611.0,2024-05-10 00:00:00.000000000,2028-08-10 00:00:00.000000000,Lapsed,2025,6,15,6,2024,5,10,4,2028,8,10,3,Motor
4095,47.0,Medium,Gold,Translator,Naivasha,High,2024-11-12 00:00:00.000000000,223440.0,Travel,App,382237.0,12641.0,2023-03-12 00:00:00.000000000,2027-03-27 00:00:00.000000000,Active,2024,11,12,1,2023,3,12,6,2027,3,27,5,Travel
4095,47.0,Medium,Gold,Translator,Naivasha,High,2024-10-26 00:00:00.000000000,148121.0,Travel,Ussd,768719.0,12641.0,2023-03-12 00:00:00.000000000,2027-03-27 00:00:00.000000000,Active,2024,10,26,5,2023,3,12,6,2027,3,27,5,Travel
4096,47.0,High,Platinum,Transport Planner,Kwale,Low,2024-07-21 00:00:00.000000000,148121.0,Personal,App,406233.0,7611.0,2024-11-06 00:00:00.000000000,2027-09-15 00:00:00.000000000,Active,2024,7,21,6,2024,11,6,2,2027,9,15,2,Motor
4096,47.0,High,Platinum,Transport Planner,Kwale,Low,2024-07-21 00:00:00.000000000,148121.0,Personal,App,406233.0,8126.0,2024-02-07 00:00:00.000000000,2028-03-19 00:00:00.000000000,Active,2024,7,21,6,2024,2,7,2,2028,3,19,6,Motor
4096,47.0,High,Platinum,Transport Planner,Kwale,Low,2026-03-18 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,7611.0,2024-11-06 00:00:00.000000000,2027-09-15 00:00:00.000000000,Active,2026,3,18,2,2024,11,6,2,2027,9,15,2,Travel
4096,47.0,High,Platinum,Transport Planner,Kwale,Low,2026-03-18 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,8126.0,2024-02-07 00:00:00.000000000,2028-03-19 00:00:00.000000000,Active,2026,3,18,2,2024,2,7,2,2028,3,19,6,Travel
4097,36.0,Low,SME,Neurosurgeon,Machakos,Low,2025-01-16 00:00:00.000000000,148121.0,Travel,Ussd,687534.0,2864.0,2024-02-07 00:00:00.000000000,2027-08-12 00:00:00.000000000,Pending,2025,1,16,3,2024,2,7,2,2027,8,12,3,Motor
4097,36.0,Low,SME,Neurosurgeon,Machakos,Low,2025-01-16 00:00:00.000000000,148121.0,Travel,Ussd,687534.0,3538.0,2024-11-07 00:00:00.000000000,2026-08-20 00:00:00.000000000,Active,2025,1,16,3,2024,11,7,3,2026,8,20,3,Gadget
4098,47.0,Vary,Platinum,"Surveyor, Rural Practice",Machakos,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-03-18 00:00:00.000000000,2026-12-11 00:00:00.000000000,Pending,2025,3,15,5,2023,3,18,5,2026,12,11,4,Medical
4099,47.0,Vary,Gold,"Designer, Ceramics/Pottery",Kwale,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Medical
4100,29.0,Vary,Gold,Naval Architect,Kwale,Medium,2025-10-25 00:00:00.000000000,148121.0,Electronics,Branch,626260.0,7611.0,2022-07-07 00:00:00.000000000,2026-12-14 00:00:00.000000000,Active,2025,10,25,5,2022,7,7,3,2026,12,14,0,Medical
4101,47.0,Medium,SME,Tourism Officer,Migori,Low,2025-10-13 00:00:00.000000000,148121.0,Travel,App,253033.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,10,13,0,2023,9,15,4,2027,9,19,6,Life
4102,47.0,Vary,Gold,Orthoptist,Busia,Low,2024-10-06 00:00:00.000000000,148121.0,Personal,App,89487.0,7611.0,2022-10-04 00:00:00.000000000,2027-01-23 00:00:00.000000000,Active,2024,10,6,6,2022,10,4,1,2027,1,23,5,Gadget
4102,47.0,Vary,Gold,Orthoptist,Busia,Low,2024-10-06 00:00:00.000000000,148121.0,Personal,App,89487.0,7611.0,2023-01-07 00:00:00.000000000,2028-08-09 00:00:00.000000000,Lapsed,2024,10,6,6,2023,1,7,5,2028,8,9,2,Medical
4103,47.0,Vary,Gold,Child Psychotherapist,Kilifi,Medium,2025-01-27 00:00:00.000000000,148121.0,Personal,Branch,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,1,27,0,2023,9,15,4,2027,9,19,6,Medical
4103,47.0,Vary,Gold,Child Psychotherapist,Kilifi,Medium,2024-12-22 00:00:00.000000000,248376.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,12,22,6,2023,9,15,4,2027,9,19,6,Medical
4103,47.0,Vary,Gold,Child Psychotherapist,Kilifi,Medium,2024-05-08 00:00:00.000000000,148121.0,Personal,Ussd,638316.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,5,8,2,2023,9,15,4,2027,9,19,6,Medical
4103,47.0,Vary,Gold,Child Psychotherapist,Kilifi,Medium,2025-05-05 00:00:00.000000000,275100.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,5,5,0,2023,9,15,4,2027,9,19,6,Travel
4104,47.0,Vary,Go Banking,"Education Officer, Community",Kisumu,Low,2025-10-26 00:00:00.000000000,215803.0,Electronics,Branch,406233.0,7611.0,2023-02-14 00:00:00.000000000,2028-07-31 00:00:00.000000000,Active,2025,10,26,6,2023,2,14,1,2028,7,31,0,Motor
4104,47.0,Vary,Go Banking,"Education Officer, Community",Kisumu,Low,2026-02-06 00:00:00.000000000,148121.0,Groceries,Internet Banking,281208.0,7611.0,2023-02-14 00:00:00.000000000,2028-07-31 00:00:00.000000000,Active,2026,2,6,4,2023,2,14,1,2028,7,31,0,Medical
4105,47.0,Vary,Platinum,Broadcast Journalist,Meru,High,2025-12-18 00:00:00.000000000,148121.0,Groceries,App,406233.0,7738.0,2024-02-12 00:00:00.000000000,2027-10-19 00:00:00.000000000,Pending,2025,12,18,3,2024,2,12,0,2027,10,19,1,Travel
4105,47.0,Vary,Platinum,Broadcast Journalist,Meru,High,2025-12-18 00:00:00.000000000,148121.0,Groceries,App,406233.0,7611.0,2024-07-25 00:00:00.000000000,2028-02-12 00:00:00.000000000,Lapsed,2025,12,18,3,2024,7,25,3,2028,2,12,5,Life
4105,47.0,Vary,Platinum,Broadcast Journalist,Meru,High,2026-01-30 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,7738.0,2024-02-12 00:00:00.000000000,2027-10-19 00:00:00.000000000,Pending,2026,1,30,4,2024,2,12,0,2027,10,19,1,Life
4105,47.0,Vary,Platinum,Broadcast Journalist,Meru,High,2026-01-30 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,7611.0,2024-07-25 00:00:00.000000000,2028-02-12 00:00:00.000000000,Lapsed,2026,1,30,4,2024,7,25,3,2028,2,12,5,Motor
4106,47.0,Vary,Go Banking,Medical Sales Representative,Narok,Low,2024-07-04 00:00:00.000000000,148121.0,Personal,Internet Banking,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,7,4,3,2023,9,15,4,2027,9,19,6,Life
4107,47.0,High,Go Banking,Illustrator,Kericho,High,2026-02-19 00:00:00.000000000,234553.0,Travel,App,406233.0,7611.0,2023-04-28 00:00:00.000000000,2028-10-12 00:00:00.000000000,Pending,2026,2,19,3,2023,4,28,4,2028,10,12,3,Travel
4107,47.0,High,Go Banking,Illustrator,Kericho,High,2025-09-23 00:00:00.000000000,148121.0,Personal,Ussd,760810.0,7611.0,2023-04-28 00:00:00.000000000,2028-10-12 00:00:00.000000000,Pending,2025,9,23,1,2023,4,28,4,2028,10,12,3,Medical
4107,47.0,High,Go Banking,Illustrator,Kericho,High,2025-12-12 00:00:00.000000000,148121.0,Electronics,App,593166.0,7611.0,2023-04-28 00:00:00.000000000,2028-10-12 00:00:00.000000000,Pending,2025,12,12,4,2023,4,28,4,2028,10,12,3,Gadget
4108,47.0,Low,SME,Sales Promotion Account Executive,Naivasha,Medium,2025-12-07 00:00:00.000000000,148121.0,Bills,Internet Banking,99609.0,7611.0,2024-11-12 00:00:00.000000000,2028-01-30 00:00:00.000000000,Lapsed,2025,12,7,6,2024,11,12,1,2028,1,30,6,Life
4108,47.0,Low,SME,Sales Promotion Account Executive,Naivasha,Medium,2025-12-07 00:00:00.000000000,148121.0,Bills,Internet Banking,99609.0,7611.0,2022-03-20 00:00:00.000000000,2026-12-26 00:00:00.000000000,Active,2025,12,7,6,2022,3,20,6,2026,12,26,5,Medical
4108,47.0,Low,SME,Sales Promotion Account Executive,Naivasha,Medium,2025-12-07 00:00:00.000000000,148121.0,Bills,Internet Banking,99609.0,7611.0,2022-10-27 00:00:00.000000000,2027-06-02 00:00:00.000000000,Lapsed,2025,12,7,6,2022,10,27,3,2027,6,2,2,Motor
4109,47.0,Low,Gold,Agricultural Engineer,Migori,Low,2026-01-09 00:00:00.000000000,148121.0,Travel,Branch,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2026,1,9,4,2023,9,15,4,2027,9,19,6,Gadget
4110,59.0,Low,Platinum,Mining Engineer,Bungoma,Medium,2025-12-07 00:00:00.000000000,90499.0,Bills,Branch,406233.0,4836.0,2022-09-28 00:00:00.000000000,2027-10-01 00:00:00.000000000,Active,2025,12,7,6,2022,9,28,2,2027,10,1,4,Motor
4111,47.0,High,Platinum,"Lighting Technician, Broadcasting/Film/Video",Kajiado,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Medical
4112,47.0,Vary,Platinum,Chief Financial Officer,Garissa,Low,2024-03-29 00:00:00.000000000,54165.0,Groceries,Branch,406233.0,13084.0,2022-08-22 00:00:00.000000000,2027-08-09 00:00:00.000000000,Active,2024,3,29,4,2022,8,22,0,2027,8,9,0,Gadget
4112,47.0,Vary,Platinum,Chief Financial Officer,Garissa,Low,2024-03-29 00:00:00.000000000,54165.0,Groceries,Branch,406233.0,7611.0,2024-07-15 00:00:00.000000000,2026-07-02 00:00:00.000000000,Lapsed,2024,3,29,4,2024,7,15,0,2026,7,2,3,Life
4113,47.0,Vary,Gold,Purchasing Manager,Narok,Medium,2025-10-12 00:00:00.000000000,207737.0,Personal,Branch,330562.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,10,12,6,2023,9,15,4,2027,9,19,6,Motor
4114,39.0,Medium,Platinum,"Surveyor, Building",Mombasa,Medium,2024-08-24 00:00:00.000000000,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,8,24,5,2023,9,15,4,2027,9,19,6,Life
4115,47.0,Vary,Platinum,"Secretary, Company",Kitale,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Gadget
4116,47.0,High,Gold,"Conservation Officer, Historic Buildings",Machakos,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Motor
4117,58.0,High,SME,Curator,Wajir,Low,2025-08-14 00:00:00.000000000,45483.0,Personal,Internet Banking,406233.0,7611.0,2022-10-15 00:00:00.000000000,2026-10-06 00:00:00.000000000,Active,2025,8,14,3,2022,10,15,5,2026,10,6,1,Motor
4117,58.0,High,SME,Curator,Wajir,Low,2025-08-14 00:00:00.000000000,45483.0,Personal,Internet Banking,406233.0,7611.0,2024-03-07 00:00:00.000000000,2028-05-30 00:00:00.000000000,Active,2025,8,14,3,2024,3,7,3,2028,5,30,1,Gadget
4117,58.0,High,SME,Curator,Wajir,Low,2025-08-14 00:00:00.000000000,45483.0,Personal,Internet Banking,406233.0,7611.0,2024-11-18 00:00:00.000000000,2027-10-26 00:00:00.000000000,Pending,2025,8,14,3,2024,11,18,0,2027,10,26,1,Travel
4117,58.0,High,SME,Curator,Wajir,Low,2025-10-10 00:00:00.000000000,291323.0,School Fees,Internet Banking,406233.0,7611.0,2022-10-15 00:00:00.000000000,2026-10-06 00:00:00.000000000,Active,2025,10,10,4,2022,10,15,5,2026,10,6,1,Motor
4117,58.0,High,SME,Curator,Wajir,Low,2025-10-10 00:00:00.000000000,291323.0,School Fees,Internet Banking,406233.0,7611.0,2024-03-07 00:00:00.000000000,2028-05-30 00:00:00.000000000,Active,2025,10,10,4,2024,3,7,3,2028,5,30,1,Travel
