customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating
3431,,High,SME,"Accountant, chartered",,Low
3432,,,SME,Barrister's clerk,Nairobi,Low
3433,45,Medium,Affluent,Rural practice surveyor,Homa Bay,Medium
3434,,Medium,Affluent,Furniture conservator/restorer,Thika,Low
3435,,Low,SME,"Editor, film/video",Machakos,High
3436,,,SME,Data processing manager,Nairobi,High
3437,39,, ,Academic librarian,Mombasa,Low
3438,,,Mass,Financial planner,Garissa,Medium
3439,,High,SME,"Radiographer, therapeutic",Eldoret,High
3440,,High,Mass,International aid/development worker,Lamu,
3441,,Low, ,Community development worker,Bomet,
3442,22,Medium,Mass,Operational researcher,Migori,Low
3443,,Low,Mass,"Horticulturist, amenity",Garissa,Medium
3444,,, ,Historic buildings inspector/conservation officer,Wajir,Low
3445,,Medium,SME,Counsellor,Bungoma,Medium
3446,,Low,Mass,"Psychotherapist, child",Nyeri,Medium
3447,73,,SME,Professor Emeritus,Eldoret,
3448,,,SME,Adult guidance worker,Kisumu,High
3449,,High,Affluent,Technical sales engineer,Thika,High
3450,,Low,SME,"Engineer, technical sales",Bungoma,Low
3451,,,SME,"Radiographer, therapeutic",Garissa,Low
3452,,,Mass,Textile designer,Isiolo,Medium
3453,,High,SME,Quantity surveyor,Embu,High
3454,,High,SME,Biomedical scientist,Nyeri,Medium
3455,,High,Affluent,Financial manager,Wajir,
3456,,Low,Affluent,Immigration officer,Nakuru,
3457,55,High,Mass,Community education officer,Kakamega,Medium
3458,,,Mass,Sports therapist,Migori,Medium
3459,44,,Affluent,Public relations officer,Naivasha,Medium
3460,,High,Affluent,Hydrographic surveyor,Garissa,Medium
3461,,, ,Diplomatic Services operational officer,Voi,Medium
3462,78,Medium,SME,IT trainer,Meru,
3463,,Medium,Mass,Event organiser,Garissa,
3464,,High,Mass,Visual merchandiser,Busia,
3465,,,SME,Mental health nurse,Kitale,Low
3466,,Medium,SME,Trade mark attorney,Isiolo,
3467,,High,Mass,Psychiatric nurse,Thika,High
3468,,,Affluent,Podiatrist,,High
3469,,High,Affluent,"Chemist, analytical",Isiolo,Medium
3470,,,SME,Immunologist,Kilifi,
3471,,Medium,Mass,Furniture conservator/restorer,Isiolo,Medium
3472,,High,SME,Warden/ranger,Siaya,Medium
3473,,Medium,Affluent,Brewing technologist,Lamu,High
3474,20,High, ,"Solicitor, Scotland",Thika,High
3475,,Low, ,Theatre director,Kwale,Medium
3476,,Medium,Affluent,"Scientist, product/process development",Garissa,High
3477,,Medium,SME,Estate manager/land agent,Narok,Medium
3478,,, ,"Journalist, broadcasting",Eldoret,Medium
3479,42,Medium,Affluent,Physiotherapist,,Medium
3480,,,Mass,Youth worker,Nakuru,Low
3481,78,High,SME,"Accountant, chartered",,High
3482,46,Low,SME,Hospital doctor,Malindi,High
3483,36,, ,Furniture designer,Bungoma,
3484,,,SME,"Civil engineer, consulting",Nyeri,High
3485,,, ,Waste management officer,Kitale,
3486,78,, ,Artist,Eldoret,Medium
3487,,Low,Affluent,Operations geologist,Naivasha,Low
3488,65,, ,Rural practice surveyor, ,Medium
3489,,Medium,Mass,"Scientist, audiological",Kitale,Medium
3490,,,SME,"Designer, graphic",Voi,Medium
3491,,Medium, ,Wellsite geologist,Mombasa,
3492,,Medium,SME,Occupational psychologist,Wajir,Low
3493,45,, ,"Accountant, chartered",Migori,Medium
3494,,,Affluent,Television production assistant,Malindi,
3495,,Medium,Mass,Academic librarian,Kericho,Medium
3496,68,High,SME,Purchasing manager,Eldoret,Low
3497,,Medium,Affluent,"Surveyor, building",Eldoret,Medium
3498,67,,SME,"Psychologist, clinical",Migori,Medium
3499,,Low,Affluent,Control and instrumentation engineer,Busia,High
3500,,Medium,Mass,Civil Service fast streamer,Kitale,
3501,,, ,Public relations account executive,Kitale,Low
3502,,High,Affluent,Retail manager,Naivasha,
3503,31,High,SME,Claims inspector/assessor,Thika,High
3504,,Low,SME,Records manager,Kajiado,Medium
3505,,Low,Affluent,Engineering geologist,Nyeri,Low
3506,,Medium,Mass,Fish farm manager,Narok,Low
3507,72,,Mass,Cytogeneticist,Homa Bay,
3508,,, ,"Lecturer, further education",Mombasa,Medium
3509,,High, ,Insurance claims handler, ,High
3510,,Low,SME,Exhibition designer,Nakuru,Medium
3511,,,SME,"Psychotherapist, child",Meru,
3512,76,, ,Politician's assistant,Busia,Low
3513,,High, ,Youth worker,Eldoret,Low
3514,,High, ,Hospital pharmacist,Nairobi,Medium
3515,,,Affluent,Legal secretary,Kakamega,Medium
3516,,High, ,,Narok,Medium
3517,,,Affluent,Dispensing optician,,Medium
3518,,High,Affluent,Tourist information centre manager,Kilifi,High
3519,,Medium, ,Paramedic,Voi,High
3520,,,Mass,Dealer,Kisumu,High
3521,,,Mass,Waste management officer,Nairobi,High
3522,,Medium,SME,Patent attorney,Nakuru,
3523,,, ,Water quality scientist,Meru,Low
3524,,High,SME,Translator,Kwale,Low
3525,76,, ,"Psychologist, sport and exercise",Homa Bay,
3526,60,Medium,SME,Scientific laboratory technician,Naivasha,
3527,,,Affluent,"Teacher, early years/pre",Eldoret,High
3528,,Low, ,Heritage manager,Kericho,Medium
3529,37,,Mass,Pension scheme manager,Kakamega,Low
3530,,Low, ,Software engineer,Embu,
3531,,,SME,Corporate treasurer,Siaya,Medium
3532,,,SME,Fine artist,Malindi,High
3533,,,SME,Curator,Voi,
3534,,High,SME,Health physicist,,Low
3535,,Medium,SME,Insurance account manager,Kitale,Low
3536,,Medium,SME,"Sound technician, broadcasting/film/video",Bungoma,Low
3537,30,Medium,Mass,Hydrogeologist,Voi,
3538,,High,SME,Retail merchandiser,Bungoma,Low
3539,43,Low,Mass,"Scientist, forensic",Bungoma,High
3540,,Medium, ,"Horticulturist, commercial",Narok,Low
3541,,Low,Affluent,Chief Strategy Officer,Eldoret,High
3542,,High,Mass,Advertising account planner,Lamu,Low
3543,25,High, ,"Therapist, music",Wajir,High
3544,46,,Affluent,,Machakos,
3545,,Medium,Mass,Risk analyst,Mombasa,High
3546,,,Mass,"Engineer, agricultural",Bomet,
3547,,Medium, ,Corporate investment banker,Malindi,Medium
3548,,High,SME,Learning mentor,Mombasa,High
3549,,High,Mass,Wellsite geologist,Bomet,
3550,24,,Mass,Chartered public finance accountant,Voi,Medium
3551,62,, ,Ceramics designer,Kisumu,Low
3552,,High,SME,"Doctor, hospital",Lamu,Medium
3553,,High,Affluent,Accommodation manager,Migori,High
3554,,Low,SME,Radio broadcast assistant,Busia,Medium
3555,,Low,SME,Consulting civil engineer,Busia,Low
3556,,, ,Television production assistant,Lamu,Medium
3557,,,SME,"Engineer, manufacturing systems",Wajir,High
3558,,, ,Fitness centre manager,Isiolo,High
3559,,High,Affluent,Investment analyst,Kajiado,
3560,,High,Mass,Holiday representative,Wajir,Low
3561,,,Mass,Public affairs consultant,Garissa,Low
3562,,, ,Cartographer,Eldoret,Medium
3563,,Low, ,Television production assistant,Siaya,Low
3564,,Medium,SME,Glass blower/designer,Malindi,High
3565,,,SME,Advertising account planner, ,Medium
3566,,Medium,Mass,Tax adviser,Embu,
3567,,Low,Mass,Land,Nairobi,Medium
3568,,Low,Mass,"Production assistant, radio",Embu,Medium
3569,,Medium, ,"Sales professional, IT",Meru,
3570,,,Affluent,Accommodation manager,Eldoret,Medium
3571,28,Medium,Affluent,Speech and language therapist, ,Low
3572,,, ,Naval architect, ,Medium
3573,,,SME,"Teacher, secondary school",Wajir,Medium
3574,75,High,Affluent,Surgeon,Nakuru,Medium
3575,,,SME,Social researcher,Wajir,High
3576,67,,Mass,Music tutor,Nairobi,High
3577,,Low,Mass,Rural practice surveyor, ,Low
3578,69,High,SME,Applications developer,Kisumu,
3579,,,Mass,Geographical information systems officer,Kajiado,High
3580,,, ,Medical sales representative,Migori,High
3581,,,SME,Warehouse manager,Kakamega,Low
3582,,Medium,SME,Garment/textile technologist,Homa Bay,Low
3583,73,Medium,SME,Furniture designer,Kakamega,
3584,,,Affluent,Horticultural consultant,Bungoma,Medium
3585,,,SME,Agricultural consultant,Wajir,Medium
3586,,Medium,SME,"Scientist, audiological",Nyeri,
3587,73,,SME,Retail banker,Kitale,
3588,77,Low,Affluent,Insurance broker,Wajir,
3589,,Medium,Mass,"Surveyor, insurance",Eldoret,Low
3590,56,,Affluent,Technical brewer,Nyeri,Medium
3591,45,, ,Advertising art director,Lamu,
3592,66,,SME,Contractor,Kericho,
3593,,High, ,Architect,Kajiado,Medium
3594,30,High,Affluent,Politician's assistant,Narok,Medium
3595,53,,Mass,Solicitor,Naivasha,Low
3596,,,Mass,Mental health nurse,Wajir,High
3597,,High,SME,Sports administrator,Homa Bay,High
3598,21,Medium,Mass,Comptroller,Kajiado,Low
3599,,High,Affluent,Seismic interpreter,Thika,Low
3600,,,Affluent,Petroleum engineer,Nyeri,Medium
3601,,Low,Mass,"Research officer, political party",Bomet,Low
3602,48,High,SME,Dance movement psychotherapist,Nyeri,Low
3603,28,,SME,Sports development officer,Busia,
3604,,,Affluent,Leisure centre manager,Kakamega,Low
3605,,,Mass,"Psychotherapist, dance movement",Siaya,Low
3606,,Low,Affluent,Geographical information systems officer,Nyeri,
3607,,,Affluent,Production engineer,Kilifi,Medium
3608,,Medium, ,Forensic scientist,Embu,Medium
3609,,,Affluent,Plant breeder/geneticist,Garissa,Low
3610,,Low,SME,Animal nutritionist,Naivasha,Low
3611,,,Mass,Art gallery manager,Kericho,High
3612,,,Mass,"Therapist, nutritional",Kakamega,
3613,,Medium, ,Retail manager,Naivasha,High
3614,,, ,Ranger/warden,Kakamega,Low
3615,,Medium,SME,"Scientist, research (physical sciences)",Embu,High
3616,,High, ,Heritage manager,Malindi,High
3617,,Medium,Affluent,Museum/gallery curator,Homa Bay,Medium
3618,,,Affluent,Ambulance person,Nairobi,
3619,,High,SME,Youth worker,Meru,Medium
3620,35,,Mass,"Conservation officer, historic buildings",Meru,Medium
3621,,,SME,Music therapist,Kwale,High
3622,,High, ,"Engineer, technical sales",,
3623,30,Medium,Mass,Garment/textile technologist,Bomet,Low
3624,49,Low,Mass,Wellsite geologist,Nyeri,
3625,57,Low,Mass,Environmental health practitioner,Narok,Medium
3626,,Low, ,Dance movement psychotherapist,Garissa,High
3627,,Low,Affluent,Paediatric nurse,Homa Bay,Low
3628,,,Affluent,"Solicitor, Scotland",Kakamega,Medium
3629,,Low, ,"Designer, multimedia",Bomet,High
3630,,High, ,Chartered accountant,Lamu,Medium
3631,,Low,SME,Comptroller,Kilifi,High
3632,55,,SME,Theme park manager,Malindi,
3633,,Low,Affluent,"Librarian, academic",Kwale,Medium
3634,,Medium, ,Exercise physiologist,Wajir,
3635,,High,SME,Training and development officer,Narok,
3636,65,High, ,Higher education lecturer,Kericho,High
3637,35,, ,Toxicologist,,Low
3638,,,Affluent,English as a foreign language teacher,Thika,
3639,,High,Affluent,"Teacher, special educational needs",Garissa,Medium
3640,,Medium, ,"Research officer, government",Homa Bay,Medium
3641,,Low,Mass,Chief Technology Officer,Nakuru,High
3642,,High,Mass,Set designer,Machakos,
3643,,Medium, ,Engineering geologist, ,Low
3644,,Low,Affluent,"Accountant, chartered",Kilifi,Low
3645,,,Mass,Mental health nurse,Naivasha,Medium
3646,56,High,Affluent,Adult guidance worker,Bomet,High
3647,,High,Mass,"Scientist, clinical (histocompatibility and immunogenetics)",Malindi,
3648,,Medium, ,"Psychologist, counselling",Homa Bay,Medium
3649,,,SME,Housing manager/officer,Wajir,High
3650,,,SME,Television camera operator,Mombasa,Low
3651,,,Affluent,Clinical molecular geneticist,Malindi,Medium
3652,,High,Affluent,Sports therapist,Kilifi,High
3653,70,,Mass,Architectural technologist,Nakuru,Low
3654,,Low, ,"Education officer, community",Busia,High
3655,,,Mass,"Chemist, analytical",Embu,Medium
3656,,, ,Oncologist,Machakos,
3657,,Low, ,Technical sales engineer,Eldoret,High
3658,,Medium,Affluent,Public librarian,Eldoret,
3659,,,SME,Barista,,Medium
3660,,,SME,Training and development officer,Eldoret,Low
3661,,Low,Affluent,"Designer, jewellery",Bomet,High
3662,,,SME,Amenity horticulturist,Eldoret,Low
3663,,Medium,Affluent,"Accountant, chartered certified",Kisumu,
3664,,,Mass,Clinical research associate,Thika,
3665,23,Low, ,Technical sales engineer,Wajir,Low
3666,,,SME,Theatre stage manager,Nairobi,Medium
3667,49,,SME,Commissioning editor,Machakos,
3668,,High,Mass,Private music teacher,Kericho,Medium
3669,,Low,Mass,Quality manager,Migori,Low
3670,,Low,SME,,Thika,Medium
3671,,Low,SME,Pensions consultant,Isiolo,
3672,,Low,Affluent,Physiological scientist,Isiolo,Low
3673,,,Affluent,Podiatrist,Homa Bay,Medium
3674,,,SME,Licensed conveyancer,Machakos,Medium
3675,,Medium,Affluent,Geophysical data processor,Wajir,High
3676,,,Mass,Chartered accountant,Malindi,
3677,,Low, ,,Machakos,High
3678,,,Affluent,Outdoor activities/education manager,Garissa,Medium
3679,,, ,Product designer,Busia,
3680,30,Low,Affluent,Insurance underwriter,,Low
3681,62,,SME,Control and instrumentation engineer,Nyeri,Low
3682,,Low,Affluent,"Geologist, wellsite", ,Low
3683,,, ,Sport and exercise psychologist,Nairobi,Medium
3684,,High, ,Museum/gallery curator, ,Medium
3685,75,,SME,Optometrist,Meru,Low
3686,,Low, ,Fine artist,Malindi,High
3687,,Low,SME,Database administrator,Migori,High
3688,,,SME,Community pharmacist,Kilifi,
3689,,Medium, ,"Journalist, newspaper",Nairobi,
3690,,Low,Mass,IT technical support officer,Meru,Low
3691,,, ,Paramedic,Embu,Medium
3692,,Low, ,Dancer,Lamu,Medium
3693,,Medium,Affluent,"Scientist, biomedical",,
3694,19,High, ,"Engineer, control and instrumentation",Eldoret,Low
3695,,Medium,Affluent,"Designer, exhibition/display",Thika,
3696,,,Affluent,Structural engineer,Eldoret,High
3697,30,, ,"Restaurant manager, fast food",Nakuru,Low
3698,,Medium,SME,"Conservation officer, historic buildings",Kwale,Low
3699,,High,Mass,Clinical embryologist,Homa Bay,Low
3700,,Low, ,Logistics and distribution manager,Homa Bay,High
3701,,, ,Medical secretary,Nyeri,Low
3702,,Medium,SME,"Surveyor, building control", ,
3703,,High,Affluent,Broadcast engineer, ,High
3704,,Medium,SME,Airline pilot,Embu,Medium
3705,,,SME,Geographical information systems officer,Kericho,
3706,72,,Affluent,Chief Executive Officer,Kwale,
3707,,Low, ,"Geologist, wellsite",Nakuru,
3708,,High,SME,"Horticulturist, commercial",,High
3709,,Medium,SME,"Surveyor, mining",Embu,
3710,,, ,Health visitor,Busia,High
3711,,Medium, ,Secretary/administrator,Lamu,Low
3712,70,,Mass,Early years teacher,Lamu,Medium
3713,,,SME,Environmental health practitioner,Meru,Low
3714,,Medium,Mass,Medical laboratory scientific officer,Kisumu,
3715,,,Affluent,"Scientist, biomedical",Nyeri,High
3716,18,High, ,"Sound technician, broadcasting/film/video",Garissa,High
3717,61,, ,Operational researcher,Lamu,Low
3718,,,Mass,"Programmer, applications", ,
3719,,High,SME,Chartered legal executive (England and Wales),Narok,Medium
3720,,Medium,Affluent,Gaffer,Mombasa,High
3721,,Medium,SME,Hydrographic surveyor,Mombasa,High
3722,,,SME,Set designer,Meru,
3723,,Low,Mass,Physiological scientist,Nakuru,High
3724,,Low,SME,"Engineer, civil (consulting)",Eldoret,
3725,,Medium,Mass,Best boy,Mombasa,
3726,,, ,Financial risk analyst,Kilifi,Medium
3727,,Low, ,Communications engineer,Naivasha,
3728,59,, ,Educational psychologist,Narok,Low
3729,,Medium,Affluent,Public affairs consultant,Thika,Medium
3730,,,Affluent,Set designer,Voi,
3731,,,SME,Landscape architect,Homa Bay,
3732,,,Mass,Media planner,Embu,Medium
3733,,Low,SME,Farm manager,Kitale,High
3734,,Low, ,"Conservator, museum/gallery",Thika,Medium
3735,73,High,SME,Music tutor,Busia,High
3736,,Medium,SME,Industrial buyer,Bomet,Medium
3737,,,SME,Financial adviser,Busia,Medium
3738,,Medium, ,"Scientist, research (medical)",Siaya,Low
3739,,,Mass,Advertising art director,Kericho,Medium
3740,,,SME,Freight forwarder,Garissa,Low
3741,,, ,"Administrator, arts",Lamu,
3742,,Low,Affluent,Dentist,Embu,High
3743,,,Mass,"Therapist, drama",Machakos,High
3744,,Low, ,"Engineer, broadcasting (operations)",Bungoma,Low
3745,,Low,SME,Youth worker,Wajir,High
3746,,High, ,Trading standards officer,Migori,High
3747,23,Low,Mass,"Scientist, research (maths)",Kakamega,Medium
3748,,Medium,SME,Furniture conservator/restorer,Bungoma,Low
3749,,,Affluent,Operations geologist,Meru,High
3750,45,Low,Affluent,Land/geomatics surveyor,Kitale,
3751,55,Medium,Affluent,Dispensing optician,Busia,Low
3752,,, ,Brewing technologist,Thika,Medium
3753,,,Mass,Research scientist (physical sciences),Narok,
3754,,,Affluent,Facilities manager,Kisumu,High
3755,,Medium,SME,"Engineer, land",Wajir,High
3756,,,SME,Personal assistant,Nairobi,Low
3757,,,SME,Land/geomatics surveyor,Garissa,High
3758,,, ,Medical physicist,Garissa,Low
3759,75,Low,Mass,Site engineer,Eldoret,High
3760,75,Low,Mass,Civil Service fast streamer,Siaya,
3761,,Low,Affluent,Advertising account planner,Lamu,Medium
3762,,,Mass,Seismic interpreter,Kakamega,
3763,,Medium,SME,Systems analyst,Kilifi,Medium
3764,,Low,SME,Ranger/warden,Voi,Low
3765,,, ,Retail merchandiser,Nairobi,High
3766,,,SME,Environmental manager,Voi,
3767,,,Mass,,Nyeri,High
3768,,,SME,Lexicographer,Kilifi,Low
3769,,High,Affluent,Estate manager/land agent,Migori,Medium
3770,,, ,Landscape architect,,
3771,,Medium, ,Patent attorney,Kakamega,Medium
3772,,Medium,Mass,Advice worker,Kwale,Medium
3773,,Low,SME,Careers information officer,Naivasha,Low
3774,,High,SME,"Biochemist, clinical",Kilifi,Medium
3775,,Medium,Mass,Office manager,Malindi,Low
3776,,,Mass,"Nurse, children's",,Medium
3777,,,Affluent,Fitness centre manager,Kitale,Medium
3778,42,Low,Mass,"Merchandiser, retail",Busia,
3779,,,SME,Tree surgeon,Kilifi,Low
3780,,Medium,Affluent,Colour technologist,Nakuru,High
3781,,High, ,Education administrator,Kitale,High
3782,,Low,SME,Passenger transport manager,Lamu,High
3783,27,Medium, ,"Journalist, newspaper",Kisumu,
3784,,Low, ,Telecommunications researcher,Isiolo,
3785,,Medium, ,Leisure centre manager,Kajiado,Medium
3786,22,,SME,Chief Operating Officer,Kitale,Medium
3787,,High, ,Chartered loss adjuster,Lamu,High
3788,,,SME,Armed forces training and education officer,Lamu,Medium
3789,,Medium, ,"Engineer, manufacturing",Narok,Medium
3790,,,Mass,Web designer,Kericho,
3791,,,Mass,Equities trader,Homa Bay,High
3792,61,,SME,Theatre director,Machakos,Low
3793,,Medium, ,Soil scientist,Bomet,High
3794,,High, ,"Restaurant manager, fast food",Bomet,
3795,,, ,Quality manager,Thika,High
3796,,Medium,Mass,Barista,Nyeri,Low
3797,,, ,"Engineer, building services",Kilifi,Medium
3798,,, ,"Civil engineer, consulting",Nyeri,High
3799,,Medium,SME,"Scientist, physiological",Kajiado,
3800,,, ,Oceanographer,Thika,
3801,,Low,Mass,Engineering geologist,Machakos,High
3802,,Medium, ,Data processing manager,Isiolo,Medium
3803,,,Mass,Phytotherapist,,Medium
3804,,Low,Mass,"Scientist, marine",Malindi,
3805,,,Affluent,Hospital pharmacist,Busia,
3806,,,Mass,"Engineer, communications",Nyeri,Low
3807,,,Affluent,Clinical research associate,Mombasa,Medium
3808,,Low,Affluent,"Journalist, magazine",Kitale,High
3809,,High, ,Arts administrator,Migori,
3810,,,Affluent,Mechanical engineer,Nyeri,
3811,42,,SME,"Scientist, research (physical sciences)",Meru,
3812,,Medium,Mass,"Designer, graphic",Homa Bay,
3813,,Low,SME,"Designer, graphic",Naivasha,Medium
3814,,High,Affluent,Ergonomist,Meru,
3815,,Medium, ,Broadcast journalist,Kilifi,Medium
3816,35,Low,Mass,"Engineer, maintenance (IT)",Kilifi,Low
3817,,,SME,Academic librarian,Lamu,Low
3818,,, ,Engineering geologist,Thika,High
3819,,Low,Affluent,Production engineer,Wajir,
3820,,High, ,Technical sales engineer,Bomet,High
3821,,Low,SME,Administrator,Nyeri,Medium
3822,57,Medium, ,,Naivasha,High
3823,,Medium,SME,Environmental manager, ,High
3824,,, ,Therapeutic radiographer,Isiolo,
3825,,Low,Mass,"Programmer, applications",Kakamega,Medium
3826,,, ,Intelligence analyst,Nairobi,Medium
3827,,High,Mass,Ceramics designer,Kajiado,
3828,78,Medium,SME,Mudlogger,Bungoma,Medium
3829,,,Mass,Futures trader,Lamu,Low
3830,22,, ,"Psychologist, sport and exercise",Narok,
3831,,Low,Mass,"Psychologist, sport and exercise",Voi,
3832,,Low,SME,Mining engineer,Eldoret,
3833,54,, ,"Horticulturist, amenity",Kwale,Low
3834,73,Low,Mass,Regulatory affairs officer,Busia,Medium
3835,,Medium,Mass,Magazine features editor,Kajiado,Low
3836,,High,Affluent,"Designer, textile",Lamu,Low
3837,,High,Mass,Secondary school teacher,Thika,Low
3838,76,,Affluent,"Education officer, environmental",,High
3839,,Medium,SME,Paramedic,Siaya,Medium
3840,19,Low,Affluent,Museum education officer,Naivasha,Medium
3841,,Low,SME,Air traffic controller,Voi,
3842,47,,Mass,"Social research officer, government",Nakuru,
3843,,,Mass,Industrial buyer,,High
3844,,Low,Affluent,"Therapist, nutritional",Busia,Low
3845,,Low,SME,Animal nutritionist,Homa Bay,
3846,,Medium,Mass,IT sales professional,Kwale,Medium
3847,,,Affluent,Meteorologist,Nyeri,
3848,,Medium,Affluent,Surgeon,Busia,Low
3849,,Low,Affluent,Biomedical scientist,Garissa,High
3850,,,Mass,Patent attorney,Kericho,Low
3851,,,SME,Advertising copywriter,Machakos,
3852,,Low,Mass,Media planner,Siaya,High
3853,,, ,"Engineer, automotive",Bomet,High
3854,48,, ,Trading standards officer,Kericho,Low
3855,69,,Mass,Civil Service fast streamer,Lamu,
3856,,,SME,Lawyer,Naivasha,Low
3857,57,,Affluent,Chartered certified accountant,Malindi,
3858,,, ,Bonds trader,Nakuru,
3859,,, ,Special effects artist,Naivasha,Medium
3860,,Medium,Mass,Arboriculturist,Homa Bay,High
3861,,, ,Chief Executive Officer,Kilifi,
3862,,Medium, ,Structural engineer,Mombasa,Low
3863,,Medium,Affluent,"Engineer, water", ,Low
3864,39,Low,Affluent,Purchasing manager,Bungoma,Medium
3865,,Medium,SME,Geoscientist,,Medium
3866,,High, ,Pension scheme manager,Kilifi,Medium
3867,,Medium,SME,"Editor, film/video",Kilifi,High
3868,25,,SME,"Exhibitions officer, museum/gallery",Siaya,Medium
3869,,Medium,Affluent,"Librarian, academic",Voi,High
3870,,,Affluent,Estate manager/land agent,Kilifi,Medium
3871,34,,Mass,Herpetologist,Embu,High
3872,,High,Affluent,Archivist,Embu,
3873,,Medium,SME,Community pharmacist,Busia,Medium
3874,,Medium, ,"Geneticist, molecular",Machakos,High
3875,,,SME,"Engineer, energy",Wajir,
3876,,,SME,Architectural technologist,Busia,Medium
3877,,Low,SME,,Thika,
3878,,,Affluent,Multimedia programmer,Siaya,Medium
3879,31,High,SME,"Designer, exhibition/display",Naivasha,Low
3880,,,Mass,"Scientist, water quality",Naivasha,High
3881,,Medium, ,Economist,Mombasa,Low
3882,,Low,Affluent,"Designer, textile",Kilifi,High
3883,,High,SME,Scientific laboratory technician,Nakuru,Low
3884,,Medium,Mass,"Teacher, special educational needs",Kericho,Medium
3885,,Medium, ,"Teacher, early years/pre",Kajiado,Low
3886,77,,SME,Occupational therapist,Nyeri,Medium
3887,23,, ,Speech and language therapist,Meru,High
3888,,,Affluent,Chief of Staff,Garissa,Medium
3889,75,,Affluent,Investment analyst, ,Low
3890,,Medium,Mass,"Psychologist, prison and probation services",Kitale,
3891,43,Medium,Affluent,Production manager,Bomet,High
3892,22,,Mass,Network engineer, ,
3893,37,,SME,Automotive engineer,Nyeri,
3894,,Medium, ,"Engineer, civil (contracting)",Narok,
3895,76,High,Affluent,Fish farm manager,Bungoma,
3896,,Medium, ,Clinical embryologist,Eldoret,
3897,,High, ,Historic buildings inspector/conservation officer,Naivasha,Low
3898,,High,SME,Recycling officer,Kwale,Medium
3899,31,Medium,SME,Broadcast presenter,,Medium
3900,30,Low,Affluent,Graphic designer,Migori,
3901,61,,SME,General practice doctor,Kakamega,Low
3902,36,, ,Advice worker,Homa Bay,
3903,,Medium,Mass,Educational psychologist, ,
3904,,High,Mass,Corporate treasurer,Kericho,High
3905,,Medium,Mass,Rural practice surveyor,Kwale,Low
3906,,,Affluent,"Scientist, research (maths)",Nakuru,
3907,,High,SME,"Scientist, forensic",Homa Bay,Medium
3908,61,,SME,"Radiographer, diagnostic",Kericho,High
3909,,,SME,"Administrator, sports", ,
3910,67,,SME,"Production assistant, television",Kajiado,
3911,,Low, ,"Engineer, chemical",Nairobi,
3912,,High,Mass,Recruitment consultant,Siaya,Low
3913,,High, ,Communications engineer,Nakuru,
3914,,Low,Affluent,Cartographer,Bomet,Medium
3915,,High,Mass,Actor,Garissa,High
3916,,Low,Mass,Holiday representative,Busia,Low
3917,,Medium, ,Games developer,Busia,High
3918,,,Affluent,"Production assistant, television",Bungoma,Medium
3919,,,Affluent,Immunologist,Wajir,
3920,,Low,Mass,Warden/ranger, ,Low
3921,,Low,SME,"Programmer, multimedia", ,
3922,,Low,Affluent,Architectural technologist,Bomet,Low
3923,,Medium, ,Retail buyer,Kilifi,
3924,,Low,Affluent,"Research officer, trade union",Homa Bay,Medium
3925,,,Mass,"Accountant, chartered",Nakuru,Medium
3926,,,SME,Media buyer,Malindi,
3927,,,Affluent,"Education officer, museum", ,Medium
3928,62,Medium,Mass,Illustrator,Kakamega,
3929,,,Affluent,Print production planner,Kilifi,Low
3930,,High,SME,Environmental manager,Eldoret,Medium
3931,,High, ,"Buyer, industrial",Busia,Low
3932,,High,Mass,Special effects artist,Kericho,
3933,,Low,Mass,Barrister,Kitale,Low
3934,,Low,SME,Music tutor,Kajiado,High
3935,,High,Mass,Chartered accountant,Bomet,
3936,77,,SME,"Pilot, airline",Voi,Medium
3937,,,Mass,"Copywriter, advertising",Kisumu,Medium
3938,,Low,SME,"Scientist, forensic",Nakuru,High
3939,,High,Affluent,Forensic psychologist,Kwale,
3940,,,Affluent,"Biochemist, clinical",Nyeri,
3941,,Low,Affluent,Restaurant manager,Meru,
3942,,High,Mass,Communications engineer,Nyeri,
3943,21,Medium,SME,Fast food restaurant manager,Kericho,Low
3944,,High,SME,Administrator,Nairobi,
3945,23,High, ,Insurance underwriter,Kitale,Low
3946,,,Affluent,Teaching laboratory technician,Kakamega,Low
3947,,, ,"Psychologist, occupational",Bungoma,Medium
3948,,Medium,Affluent,Fish farm manager,Machakos,
3949,,Medium, ,Commercial horticulturist,Busia,Low
3950,,High,Affluent,Industrial buyer,Voi,
3951,,,SME,Make,Embu,High
3952,23,Medium,Affluent,"Research officer, trade union",Embu,Low
3953,,High,Mass,"Biochemist, clinical",Migori,Medium
3954,,Low,Affluent,Conference centre manager,Voi,
3955,,,Affluent,Horticultural therapist,Malindi,Medium
3956,,,SME,Police officer,Siaya,Low
3957,,High,Mass,Probation officer,Kilifi,Low
3958,39,Low,SME,Museum/gallery exhibitions officer,Narok,Medium
3959,,, ,Metallurgist,Migori,
3960,,Low, ,Printmaker,Lamu,Low
3961,,High,Mass,"Development worker, international aid",Kwale,High
3962,,Medium, ,Legal executive,Bungoma,Medium
3963,20,,Mass,Operations geologist,Bungoma,Low
3964,,Low,Affluent,Chartered public finance accountant, ,
3965,,Medium, ,Recruitment consultant,Malindi,Low
3966,,,Affluent,Emergency planning/management officer,,
3967,35,High,SME,IT trainer,Thika,
3968,,High, ,Estate manager/land agent,Embu,Low
