transaction_id,customer_id,transaction_date,amount,category,channel,balance_after
103315,5159,2024-12-09,,,USSD,149205.0
103316,5927,2024-10-23,,School Fees,App,83969.0
103317,4090,2025-12-05,266069,Travel,Branch,
103318,619,2025-11-12,188389,Groceries,Internet Banking,64528.0
103319,5904,2025-06-18,,School Fees,Branch,369023.0
103320,2789,2024-11-17,,,Branch,11977.0
103321,1910,2025-11-27,,Groceries,App,537162.0
103322,2845,2025-08-24,18196,Travel,Branch,
103323,4302,2025-02-15,41727,,App,
103324,4679,2025-09-15,122743,Groceries,Branch,
103325,5801,2025-08-25,132944,Groceries,Branch,
103326,697,2025-03-14,,Electronics,Internet Banking,
103327,6556,2024-10-03,,Electronics,,469912.0
103328,3405,2024-07-01,,,App,415733.0
103329,4304,2025-05-04,,Electronics,USSD,
103330,405,2025-04-14,,Groceries,App,728152.0
103331,2436,2024-05-12,,,Branch,
103332,1511,2024-12-01,,Groceries,,
103333,4963,2025-04-06,,Bills,App,742990.0
103334,6004,2025-09-30,,Bills,Branch,
103335,2319,2024-04-03,,,USSD,349397.0
103336,4089,2025-01-29,,Electronics,Internet Banking,
103337,2485,2025-09-20,,,Internet Banking,
103338,858,2025-03-02,94422,Bills,App,479829.0
103339,3730,2025-01-30,,School Fees,App,
103340,2393,2025-09-10,,Bills,USSD,
103341,4069,2024-12-09,264320,Bills,Internet Banking,
103342,6293,2025-07-27,,School Fees,Branch,428284.0
103343,6772,2024-10-17,,School Fees,App,327838.0
103344,4283,2025-02-26,,Travel,,
103345,20,2025-06-24,174624,Groceries,Internet Banking,491804.0
103346,5458,2024-10-23,,Groceries,Branch,
103347,2421,2025-01-25,,,Internet Banking,59252.0
103348,3027,2024-05-21,,,USSD,321614.0
103349,67,2024-07-11,,Electronics,,
103350,5559,2025-01-07,129464,,Branch,180317.0
103351,3134,2025-06-22,,Travel,Branch,
103352,3558,2025-07-29,128219,,App,
103353,786,2025-08-16,,Travel,USSD,30100.0
103354,6095,2025-10-21,,Travel,USSD,408011.0
103355,6766,2024-07-06,,,Branch,
103356,2133,2024-06-02,150388,Travel,Internet Banking,
103357,1430,2025-04-25,,,Branch,
103358,1419,2024-08-09,,,Branch,
103359,3691,2024-11-05,,Bills,Branch,
103360,1548,2025-07-01,,Travel,Branch,301025.0
103361,4272,2024-04-05,259635,,Branch,332508.0
103362,359,2024-12-21,,Electronics,Branch,
103363,6975,2025-05-11,,Groceries,Internet Banking,
103364,1563,2024-12-24,,Travel,,
103365,4387,2024-11-17,,,,489317.0
103366,2178,2025-02-17,,Groceries,App,
103367,3811,2025-01-25,,,,288491.0
103368,479,2025-10-18,,School Fees,Internet Banking,
103369,648,2024-06-26,20444,Electronics,Branch,550559.0
103370,6676,2025-11-23,12707,School Fees,USSD,
103371,264,2024-06-17,,,Internet Banking,174473.0
103372,3743,2025-01-27,,Travel,USSD,
103373,6647,2024-08-15,,Bills,App,
103374,2957,2024-06-22,,,Internet Banking,
103375,1562,2024-12-13,99495,Bills,Branch,486685.0
103376,5201,2024-12-04,34384,,Branch,
103377,1437,2025-02-05,,Electronics,Internet Banking,
103378,6619,2024-08-12,225607,Travel,Internet Banking,
103379,2006,,,Travel,Branch,579153.0
103380,6162,2025-02-25,102210,Travel,USSD,168280.0
103381,3141,2024-07-13,259956,Travel,Internet Banking,
103382,908,2026-03-19,,,Branch,307357.0
103383,130,2025-06-13,216835,Electronics,,
103384,938,2025-07-28,261799,Electronics,Internet Banking,
103385,3719,2024-03-24,,,App,417662.0
103386,815,2024-04-17,,Electronics,App,
103387,3963,2025-02-15,284508,,Internet Banking,
103388,5850,2025-05-27,,Bills,Branch,
103389,3382,2025-04-10,,Travel,USSD,
103390,5607,2024-09-09,2880,,Internet Banking,758236.0
103391,15,2024-04-14,,School Fees,App,577894.0
103392,5616,2024-12-03,,Groceries,USSD,441786.0
103393,2038,2025-08-19,,Electronics,,782859.0
103394,5306,2024-05-26,,Electronics,USSD,481422.0
103395,3489,2026-02-21,,,,
103396,5103,2025-10-16,4964,Bills,App,
103397,707,,,Bills,,
103398,703,2024-06-21,,Groceries,USSD,275670.0
103399,4842,2025-07-28,,Bills,App,
103400,6576,2024-10-09,100781,,USSD,
103401,6081,2024-06-04,,Electronics,Internet Banking,710079.0
103402,4132,2024-05-04,,Travel,USSD,755640.0
103403,4843,2026-02-26,,Travel,Internet Banking,
103404,6161,2025-09-26,,Bills,Internet Banking,491410.0
103405,6658,2024-07-27,96543,Groceries,,
103406,6177,2025-11-29,,,Internet Banking,226089.0
103407,6493,2025-05-09,155456,Travel,,174096.0
103408,5500,2024-08-14,55939,Electronics,Internet Banking,
103409,2556,2025-06-27,94779,,App,660642.0
103410,4742,2025-08-05,,Travel,,
103411,2987,2024-07-06,,Groceries,USSD,119190.0
103412,3940,2024-07-22,,,,771242.0
103413,4952,2024-06-15,,Bills,App,323143.0
103414,3339,2024-12-25,,School Fees,Internet Banking,556482.0
103415,517,2024-03-27,,,App,
103416,798,2025-08-22,,,Branch,
103417,6026,2026-02-27,91635,Travel,App,
103418,485,2024-09-02,,Electronics,App,696767.0
103419,3675,2025-05-15,121763,Groceries,App,140475.0
103420,2712,2024-08-09,,Travel,USSD,
103421,443,2024-09-03,,,USSD,
103422,6522,2024-12-01,,School Fees,App,474115.0
103423,1654,2025-06-11,,Bills,Branch,711973.0
103424,1014,2026-03-11,,Travel,Branch,
103425,963,2024-04-26,266644,Groceries,,618275.0
103426,573,2024-09-30,,Travel,App,155204.0
103427,4454,2025-08-12,90808,Bills,,714065.0
103428,6682,2025-02-12,,Groceries,Internet Banking,
103429,4717,2025-05-15,160005,,Branch,90198.0
103430,6000,2025-10-24,245655,School Fees,Internet Banking,238639.0
103431,1831,2025-01-07,,Electronics,Internet Banking,612152.0
103432,3843,2025-08-30,,,App,528165.0
103433,4902,2025-10-20,,,Branch,578053.0
103434,5162,2026-01-23,,Bills,,101402.0
103435,816,2026-01-28,,,Internet Banking,
103436,6157,2026-01-06,,,App,
103437,5721,2024-03-21,,Travel,USSD,303911.0
103438,3672,2025-08-24,,School Fees,Branch,559602.0
103439,6968,2025-04-21,37582,Groceries,USSD,668349.0
103440,2537,2024-07-21,93305,,,
103441,1211,2025-04-07,,Groceries,,81468.0
103442,3135,2025-08-27,,Groceries,,473647.0
103443,5456,2024-06-20,,,Branch,
103444,555,2025-10-05,104574,Travel,Internet Banking,558978.0
103445,2793,2025-07-15,,,App,583522.0
103446,5866,2025-09-04,112739,Bills,Internet Banking,
103447,6219,2026-03-02,,,Branch,648042.0
103448,6909,2024-04-22,205880,School Fees,USSD,
103449,4921,2025-06-20,,Groceries,App,
103450,5269,2026-01-21,234887,Electronics,,363237.0
103451,4063,2025-08-17,,Bills,USSD,155192.0
103452,3766,2025-09-18,,School Fees,Internet Banking,433822.0
103453,4303,2024-04-10,67917,School Fees,App,
103454,6837,2025-04-04,,Groceries,,502128.0
103455,1265,2024-05-20,236177,Electronics,App,
103456,6820,2025-09-30,,Groceries,Internet Banking,94564.0
103457,6719,2026-03-08,,Bills,Branch,
103458,894,2024-11-07,,Travel,Internet Banking,545018.0
103459,2173,2025-01-28,120756,Bills,Branch,309655.0
103460,2305,2025-03-10,,,,584301.0
103461,3164,2025-12-18,,Electronics,Internet Banking,471673.0
103462,4833,2025-10-27,,,Internet Banking,56882.0
103463,3959,2025-02-01,,,Internet Banking,37425.0
103464,5537,2025-07-11,145309,Travel,Internet Banking,
103465,4384,2024-09-08,,,Branch,
103466,1239,2025-01-14,57924,,Branch,
103467,6782,2026-01-14,,,USSD,
103468,1818,2024-12-04,,School Fees,,799773.0
103469,767,2025-08-02,,Groceries,,
103470,2560,2024-10-28,102061,,Branch,
103471,573,2026-01-13,,,USSD,352552.0
103472,4464,2024-04-18,74445,Bills,USSD,
103473,5521,2024-07-07,147655,Groceries,Internet Banking,661988.0
103474,5321,2025-08-29,,Bills,USSD,
103475,2333,2024-07-24,37528,Groceries,,361485.0
103476,2111,2025-08-26,,,App,469775.0
103477,4742,2024-03-29,,Travel,Branch,
103478,751,2024-11-12,,Groceries,Internet Banking,92926.0
103479,2812,2026-03-03,166508,,USSD,439336.0
103480,4457,2024-12-22,,,Branch,
103481,3555,2024-06-29,,,Branch,
103482,2419,2025-08-15,136720,Electronics,Branch,261138.0
103483,5141,2025-07-25,216530,Electronics,,450315.0
103484,5037,2025-03-18,,,Internet Banking,
103485,2989,2025-02-27,43724,Groceries,App,
103486,855,2025-08-10,,,Internet Banking,302265.0
103487,2851,2025-10-13,,School Fees,USSD,347309.0
103488,3380,2025-03-07,,Electronics,Internet Banking,142862.0
103489,6190,2025-03-13,78617,Bills,,6549.0
103490,194,2024-12-17,,,App,448859.0
103491,5177,2025-04-10,,Groceries,Internet Banking,502822.0
103492,1578,2026-01-21,35610,Groceries,USSD,464195.0
103493,1481,2025-07-31,,Electronics,Internet Banking,
103494,4429,2025-06-26,,School Fees,,
103495,747,2025-07-13,,Bills,Branch,
103496,4962,2025-02-20,,,,338366.0
103497,3088,2026-02-09,,,,381794.0
103498,4741,2025-09-15,,,,449629.0
103499,5633,2026-01-27,,,App,560697.0
103500,6888,2024-09-10,,Electronics,Internet Banking,412300.0
103501,150,2025-02-01,,Electronics,USSD,702675.0
103502,5754,2024-08-01,,,Branch,
103503,3866,2025-05-31,,,Branch,
103504,4898,2026-01-08,,Travel,App,687063.0
103505,4978,2025-12-03,,,USSD,111303.0
103506,6970,2025-03-11,189589,,Branch,
103507,5333,2024-05-05,,,USSD,
103508,6535,2024-12-06,,Electronics,USSD,8982.0
103509,2329,2024-05-20,,Bills,Internet Banking,
103510,1676,2025-05-10,,Travel,App,
103511,5791,2024-08-16,247410,School Fees,,278040.0
103512,2587,2025-03-11,,School Fees,,
103513,2390,2025-12-21,,Electronics,Branch,
103514,674,2024-07-17,,Bills,Branch,
103515,3702,2024-06-27,167933,School Fees,App,
103516,1361,2024-12-13,,Bills,Internet Banking,501454.0
103517,3067,2025-11-07,,,Branch,
103518,3147,2024-06-19,45077,,Branch,
103519,6237,2025-08-26,158091,Bills,USSD,
103520,3618,2025-05-30,298557,,App,662270.0
103521,3068,2025-11-06,,Travel,,
103522,2163,2024-06-06,273107,Electronics,App,
103523,1445,2024-10-05,,Bills,,111045.0
103524,4026,2025-11-04,240088,,USSD,238745.0
103525,2161,2026-03-07,,Bills,Internet Banking,
103526,5488,2026-02-14,,,,723616.0
103527,5180,2025-02-08,,Bills,USSD,
103528,3354,2024-07-16,,,Internet Banking,
103529,6381,2025-03-16,,Electronics,USSD,
103530,6782,2024-07-06,32159,Travel,Internet Banking,386369.0
103531,6061,2026-02-07,,,Branch,795143.0
103532,5920,2025-03-07,66884,Bills,Internet Banking,684095.0
103533,5861,2024-04-03,,Groceries,,
103534,4820,2025-07-01,246661,,Internet Banking,523922.0
103535,6643,2024-10-01,,,App,456048.0
103536,5703,,,,Internet Banking,
103537,1771,2024-08-11,,,USSD,656702.0
103538,5911,2024-06-18,,Travel,,76709.0
103539,4545,2024-07-10,,Electronics,Branch,
103540,1703,2025-03-06,,School Fees,Branch,
103541,195,2025-12-06,67320,Bills,USSD,301065.0
103542,5805,2025-04-12,,Groceries,Branch,
103543,5315,2025-06-08,,School Fees,,69547.0
103544,575,2025-02-22,,,USSD,663965.0
103545,2630,2024-09-09,80551,School Fees,,311219.0
103546,5855,2024-06-17,,Bills,Branch,351975.0
103547,6454,2026-01-19,,Bills,Branch,
103548,5915,2025-09-16,120784,School Fees,App,332191.0
103549,5981,2024-06-11,,,USSD,
103550,4687,2025-11-16,140984,,Internet Banking,442173.0
103551,4644,2024-12-20,,Groceries,USSD,
103552,389,2024-06-21,126877,Travel,,
103553,5555,2024-09-14,3539,Bills,Branch,110345.0
103554,1753,2024-06-21,209227,,App,
103555,6944,2024-12-16,,Bills,USSD,444198.0
103556,661,2025-12-06,,Electronics,,
103557,5616,2024-12-12,175463,Bills,App,
103558,2833,2025-12-27,139152,Electronics,App,651370.0
103559,5786,2025-10-19,,School Fees,App,670958.0
103560,4630,2025-12-16,,Groceries,Branch,544503.0
103561,297,2025-02-16,168374,Electronics,,672390.0
103562,5614,2025-10-25,,Electronics,App,319487.0
103563,6971,2025-12-09,,Travel,Branch,
103564,6871,2025-02-06,,School Fees,Branch,
103565,331,2024-09-16,123108,Electronics,Branch,576319.0
103566,6778,2025-03-20,219407,Electronics,USSD,
103567,3850,2025-05-15,,,Branch,
103568,4951,2025-10-08,,School Fees,,
103569,1285,2025-12-09,,Bills,Internet Banking,509347.0
103570,1079,2025-01-15,286970,Groceries,USSD,91455.0
103571,5402,2024-04-15,25972,,App,708378.0
103572,6916,2024-04-06,68049,,Branch,570560.0
103573,875,2025-09-23,55299,,USSD,229807.0
103574,3867,2024-07-16,263971,School Fees,USSD,159908.0
103575,4838,2025-01-27,,,,497712.0
103576,6114,2025-06-06,,Travel,App,
103577,2686,2025-10-16,,,Internet Banking,
103578,2490,2024-05-30,,Travel,Internet Banking,
103579,1586,2025-08-28,,Groceries,USSD,645952.0
103580,3808,2025-03-16,72033,Travel,USSD,
103581,2941,2024-06-08,,,App,
103582,5914,2025-04-02,,School Fees,USSD,515802.0
103583,6290,2024-09-15,,,Branch,373475.0
103584,4487,2025-06-07,,,Internet Banking,
103585,4469,2025-12-17,,Bills,Branch,
103586,5517,2025-05-31,282848,,,673282.0
103587,6406,2024-07-15,,Travel,USSD,
103588,5027,2024-11-22,99250,School Fees,App,149647.0
103589,1503,2025-08-27,,Travel,,
103590,746,2025-11-02,162582,Electronics,,706895.0
103591,2613,2025-10-08,,Electronics,App,278860.0
103592,1509,2024-04-30,,Bills,,
103593,1771,2025-07-11,263805,,Branch,
103594,3780,2024-05-17,,,,
103595,1962,2024-05-21,,Electronics,App,640987.0
103596,6660,2025-06-28,,Electronics,Internet Banking,50795.0
103597,1596,2025-09-20,,Travel,USSD,280351.0
103598,4781,2025-07-17,217672,Travel,App,
103599,2534,2025-10-02,205154,Groceries,Branch,511230.0
103600,3659,2024-05-24,70465,Bills,Branch,
103601,6978,2025-11-24,,Electronics,Internet Banking,739335.0
103602,6610,2024-11-16,204985,Groceries,Branch,
103603,466,2024-08-04,31399,Travel,App,
103604,2070,2025-09-15,,,Branch,
103605,2444,2025-09-03,,,Internet Banking,307262.0
103606,1233,2024-08-10,,Groceries,Internet Banking,477733.0
103607,5683,2024-07-10,,,,
103608,145,2024-04-15,,Electronics,,
103609,6564,2024-07-27,,Groceries,Branch,
103610,2353,2025-11-05,211803,,Branch,24083.0
103611,1808,2026-01-07,,School Fees,Branch,
103612,3049,2025-05-03,92873,Bills,Branch,43471.0
103613,4043,2024-04-25,,Electronics,,
103614,4140,2025-08-01,95241,School Fees,App,
103615,4203,2024-04-22,,,App,
103616,6125,2024-11-24,,Groceries,App,641701.0
103617,4246,,137866,,,62527.0
103618,1288,2025-10-12,167460,Electronics,App,214102.0
103619,110,2024-08-24,,Groceries,App,670441.0
103620,5138,2024-09-03,,Bills,,
103621,4846,2024-05-21,,,USSD,44214.0
103622,6383,,,,Branch,
103623,4820,2025-09-18,44224,Bills,Branch,
103624,2791,2024-09-22,85476,Travel,USSD,
103625,4424,2025-08-09,,School Fees,Internet Banking,727505.0
103626,862,2024-11-29,298319,Bills,App,
103627,5414,2025-07-17,32357,School Fees,USSD,
103628,5533,2024-06-11,44114,,App,20192.0
103629,461,2024-07-13,,,USSD,717185.0
103630,1105,2024-09-21,,Groceries,Branch,538825.0
103631,5375,2025-09-16,227474,School Fees,App,
103632,744,2024-10-30,258245,,,
103633,2411,2024-10-05,,Electronics,Branch,671619.0
103634,3793,2025-07-25,,Travel,Branch,21193.0
103635,5577,2025-11-18,,,Branch,484516.0
103636,4994,2025-06-20,,School Fees,App,
103637,443,2025-10-29,,,Internet Banking,
103638,1834,2026-02-14,255460,School Fees,USSD,247778.0
103639,886,2025-12-13,27327,Bills,USSD,
103640,3605,2025-11-12,,Electronics,,396549.0
103641,5358,2024-10-24,161004,Bills,Internet Banking,
103642,4357,2026-02-02,,School Fees,Branch,398091.0
103643,5393,2025-06-26,,,USSD,1736.0
103644,4376,2024-07-19,,Groceries,App,794926.0
103645,3222,2026-03-09,,Bills,Branch,
103646,5947,2025-10-30,,Bills,Branch,118996.0
103647,152,2025-07-28,,Electronics,Internet Banking,136826.0
103648,6938,2025-10-12,,,Internet Banking,
103649,1597,2025-01-09,,,USSD,
103650,1672,2025-09-06,99428,Bills,USSD,799629.0
103651,6158,2025-10-13,,Bills,Branch,
103652,1535,2024-12-23,230292,,,252146.0
103653,1566,2024-12-26,200440,Travel,Branch,
103654,951,2025-03-03,20455,School Fees,App,624449.0
103655,2915,2025-08-07,,Electronics,,608479.0
103656,2493,2025-06-08,,Bills,USSD,664267.0
103657,1342,2025-06-14,60885,,,341174.0
103658,6943,2025-01-16,,,,714618.0
103659,732,2025-09-08,,School Fees,USSD,
103660,4334,2024-03-30,,Electronics,App,471911.0
103661,539,2025-01-06,124546,,App,
103662,769,2025-04-26,136020,Bills,Internet Banking,
103663,2857,2025-11-19,96359,Groceries,Internet Banking,402625.0
103664,3726,2024-10-16,,,App,
103665,6906,2024-10-20,,Travel,App,709031.0
103666,2122,2025-06-07,165890,Electronics,Internet Banking,121778.0
103667,5554,2024-10-21,31493,Groceries,Internet Banking,678439.0
103668,1735,2025-04-09,5283,Electronics,App,220669.0
103669,4392,2025-02-04,155629,,USSD,579429.0
103670,14,2025-11-08,,,App,570041.0
103671,4708,2024-07-25,,,USSD,437146.0
103672,3675,2024-06-25,,Electronics,USSD,
103673,4491,2025-01-17,204891,Travel,USSD,
103674,191,2025-08-26,210057,,Internet Banking,542894.0
103675,5994,2025-05-15,72499,Groceries,Branch,
103676,2865,2025-04-09,,Bills,App,
103677,6250,2024-09-16,,,,
103678,4103,2024-12-22,248376,,,
103679,1105,2024-07-30,274677,School Fees,App,
103680,2813,2024-05-10,291300,Groceries,USSD,63732.0
103681,6132,2024-05-02,,,Internet Banking,722978.0
103682,652,2025-02-05,185685,Electronics,Internet Banking,
103683,6629,2025-09-20,196539,,USSD,
103684,1381,2024-06-12,,Groceries,App,733855.0
103685,5431,2025-08-10,259089,School Fees,,490750.0
103686,6650,2024-09-11,,,Internet Banking,
103687,6663,2024-12-05,,,USSD,
103688,802,2025-10-28,,Groceries,Internet Banking,16457.0
103689,4545,2024-12-18,,School Fees,USSD,267098.0
103690,6429,2024-08-07,199788,,Internet Banking,
103691,2122,2024-10-13,91817,Travel,,
103692,1985,2025-06-07,,Electronics,Internet Banking,
103693,4141,2024-12-03,,,App,
103694,1553,2024-04-30,,,Branch,304956.0
103695,2793,2024-10-13,286446,Bills,USSD,320594.0
103696,2724,2024-12-12,97381,Groceries,Branch,200578.0
103697,5577,2024-08-15,120764,Travel,,
103698,2023,2024-07-04,,,,
103699,4671,2024-09-30,245161,,Branch,793380.0
103700,1431,2026-02-10,,Groceries,,622138.0
103701,4189,2026-02-05,,,,580083.0
103702,6466,2024-05-16,,Travel,USSD,496522.0
103703,2514,2025-07-18,,School Fees,USSD,
103704,604,2025-11-24,,Travel,USSD,
103705,6698,2024-05-22,,,App,469558.0
103706,6897,2026-03-12,,,App,
103707,327,2026-02-05,,School Fees,App,324939.0
103708,3839,2024-12-04,,Travel,App,485055.0
103709,5963,2026-02-18,,Groceries,Branch,510473.0
103710,2776,2026-01-31,38921,Bills,USSD,
103711,5943,2024-04-02,42692,Electronics,,789470.0
103712,3640,2025-09-20,,,Internet Banking,
103713,591,2025-12-29,,Bills,App,
103714,1439,2024-10-28,,Travel,,
103715,3571,2024-08-03,,,USSD,
103716,851,2024-05-16,209419,,Branch,
103717,440,2026-02-11,,School Fees,,426767.0
103718,6858,2024-04-02,121853,,Internet Banking,177898.0
103719,6576,2025-07-15,209312,,,433120.0
103720,2996,2025-02-21,,Groceries,USSD,
103721,4424,2024-08-01,,Electronics,,
103722,5377,2025-12-17,263081,Electronics,Branch,
103723,1666,2024-11-27,,,USSD,354724.0
103724,2909,2024-12-13,,Groceries,App,
103725,5674,2025-07-14,190666,Travel,USSD,506889.0
103726,5194,2026-03-13,264011,Electronics,,585549.0
103727,1258,2025-08-30,30083,Groceries,Internet Banking,
103728,1545,2024-07-17,,,USSD,599109.0
103729,1906,2025-12-07,,Travel,USSD,
103730,5663,2025-03-20,,Groceries,USSD,
103731,3680,2025-09-18,,Electronics,USSD,
103732,1816,2024-08-04,102250,Bills,,
103733,2277,2025-09-06,,Electronics,App,
103734,3317,2024-10-13,,Electronics,Internet Banking,443132.0
103735,1451,2024-12-01,,,USSD,329987.0
103736,2048,2025-09-04,,,Internet Banking,103051.0
103737,4840,2025-12-05,,Bills,,
103738,3545,2024-08-05,,Travel,App,
103739,4907,2026-02-28,218316,,USSD,432770.0
103740,3635,2024-11-13,92255,,App,66172.0
103741,5849,2024-11-12,,Groceries,USSD,377129.0
103742,174,2024-04-05,,,USSD,35279.0
103743,1099,2025-01-29,264050,Travel,Branch,
103744,1123,2025-05-23,,Travel,Internet Banking,103927.0
103745,2561,2025-12-02,124657,Groceries,App,
103746,2043,2025-02-08,280073,Travel,Internet Banking,238480.0
103747,3779,2026-01-08,,,Internet Banking,507335.0
103748,5353,2025-04-14,,School Fees,Internet Banking,
103749,2177,2025-10-24,,,App,
103750,2422,2024-07-05,,Electronics,USSD,
103751,4332,2025-06-03,,School Fees,USSD,
103752,5964,2026-02-06,284107,Groceries,USSD,316571.0
103753,4838,2024-04-03,216815,,USSD,719101.0
103754,6334,2025-11-05,58034,Bills,USSD,755810.0
103755,3773,2025-12-12,106519,,USSD,
103756,6312,2025-11-19,,Bills,,133499.0
103757,1693,2024-09-18,,Groceries,,381501.0
103758,291,2026-01-01,54713,,USSD,
103759,3932,2025-05-25,,,App,
103760,1419,2025-07-21,,Groceries,Internet Banking,
103761,5594,2025-05-22,220905,Travel,Internet Banking,297893.0
103762,6283,2025-02-02,,Electronics,App,
103763,5311,2025-11-13,,School Fees,,74927.0
103764,1989,2026-01-12,72135,Groceries,Internet Banking,
103765,568,2024-12-20,89728,Bills,,414968.0
103766,5639,2025-11-12,,Electronics,Branch,
103767,5171,2024-10-21,103682,Electronics,Internet Banking,209799.0
103768,3039,2025-10-20,177652,Travel,Branch,595092.0
103769,2346,2024-11-10,195599,Bills,Branch,703285.0
103770,3144,2025-02-02,128793,Electronics,Branch,
103771,2304,2024-11-09,160332,Bills,Branch,
103772,309,2024-06-12,,School Fees,USSD,
103773,2139,2025-12-04,166837,Bills,USSD,402192.0
103774,2197,2024-12-13,,Electronics,App,
103775,462,2025-07-16,45312,,Internet Banking,179054.0
103776,4731,2026-01-27,290763,Bills,App,419565.0
103777,3821,2025-11-18,,Bills,Branch,581012.0
103778,4733,2025-01-06,282985,,App,
103779,646,2025-11-02,82469,Bills,USSD,
103780,4614,2024-03-22,43707,Electronics,,572609.0
103781,6015,2025-05-12,,,,
103782,1397,2024-08-20,,School Fees,,773738.0
103783,3269,2024-08-18,,Bills,,
103784,4286,2024-11-14,,School Fees,,
103785,3875,2024-12-20,228609,Electronics,Internet Banking,553787.0
103786,4175,2026-02-16,,Groceries,Branch,131459.0
103787,1571,2025-05-30,280892,,USSD,452192.0
103788,816,2024-04-22,45611,Bills,,
103789,1906,2025-10-12,,School Fees,Internet Banking,307043.0
103790,4168,2025-02-23,,Bills,USSD,
103791,2091,2025-08-06,89098,Travel,,
103792,4899,2025-03-30,,Travel,Branch,147951.0
103793,3205,,,Electronics,App,
103794,3871,2025-10-19,2887,,Branch,254040.0
103795,1130,2025-11-13,294882,,Branch,
103796,5791,2025-11-17,,School Fees,,70509.0
103797,6501,2025-02-26,,School Fees,App,
103798,2056,2025-08-31,,,App,467193.0
103799,1798,2024-10-05,109051,,USSD,458635.0
103800,3415,2024-06-28,192472,,Internet Banking,
103801,2485,2024-08-19,,Bills,USSD,
103802,6224,2026-02-19,23905,Travel,,
103803,689,2025-03-03,,Bills,App,
103804,3464,2025-01-21,,Bills,Branch,
103805,576,2024-10-06,,,Branch,
103806,4996,2024-07-19,202161,Electronics,Internet Banking,
103807,6432,2024-09-28,215817,Groceries,,
103808,5233,2025-10-15,,Electronics,,
103809,3011,2025-12-04,176608,Electronics,USSD,215191.0
103810,3903,2025-01-23,,Electronics,App,28664.0
103811,6002,2025-01-13,,,App,
103812,4816,2025-01-30,,Bills,Internet Banking,268062.0
103813,4322,2026-03-11,,Bills,Branch,
103814,5453,2025-04-01,165463,Bills,USSD,219917.0
103815,5537,2024-11-03,,Bills,Internet Banking,
103816,6422,2024-11-23,51010,,App,
103817,3871,2026-02-17,55429,,USSD,
103818,2840,2025-02-21,,,,51820.0
103819,3075,2025-12-02,136100,,Branch,647656.0
103820,4641,2025-01-16,,Travel,App,610820.0
103821,2526,2025-04-11,50571,School Fees,App,
103822,3482,2025-07-14,116193,Travel,Internet Banking,756110.0
103823,2018,2025-12-30,,School Fees,Branch,103973.0
103824,3379,2025-01-06,138831,Bills,App,664181.0
103825,3286,2025-11-15,219805,,App,
103826,3102,2025-06-25,,,App,220756.0
103827,4515,2026-02-08,,Travel,Internet Banking,638541.0
103828,3609,2025-11-13,,School Fees,App,696395.0
103829,1052,2024-09-01,91099,Groceries,Internet Banking,570309.0
103830,4705,2025-02-26,,Electronics,,238360.0
103831,87,2025-02-01,,,,
103832,3098,2024-06-27,,,,
103833,6264,2025-04-25,,,,143157.0
103834,4809,2025-05-10,233998,School Fees,USSD,623607.0
103835,2440,2025-05-15,155011,,USSD,
103836,6497,2026-03-17,,Travel,,
103837,6159,2025-06-27,,Travel,,30368.0
103838,6449,2026-03-18,,Groceries,Branch,
103839,1278,2025-09-22,140126,School Fees,App,
103840,6767,2024-06-26,,Electronics,Branch,228262.0
103841,520,2024-08-24,22477,Travel,Branch,95116.0
103842,6071,2025-07-21,,Bills,Branch,66068.0
103843,6997,2025-02-28,,,Branch,201484.0
103844,6784,2025-11-26,281390,Bills,Branch,
103845,387,2025-09-30,121361,School Fees,Branch,430703.0
103846,14,2025-08-02,140790,,,
103847,4187,2026-02-07,163435,,Branch,730679.0
103848,3476,2025-11-16,,Groceries,USSD,
103849,3577,2025-01-28,138628,Electronics,App,
103850,4,2025-02-13,189572,School Fees,USSD,204931.0
103851,3070,2024-07-20,,School Fees,Internet Banking,388294.0
103852,3291,2026-01-28,,,USSD,792614.0
103853,3660,2026-01-15,,,Internet Banking,
103854,4892,2024-04-25,182256,Electronics,,594939.0
103855,3939,2025-06-21,,Travel,Internet Banking,
103856,4312,2024-08-18,200579,Bills,Branch,588494.0
103857,5279,2024-06-23,,Travel,Branch,162928.0
103858,1603,2024-07-26,,,Branch,407298.0
103859,5854,2024-08-22,,Groceries,Internet Banking,437998.0
103860,4800,2025-04-16,227183,Electronics,Internet Banking,211964.0
103861,4827,2026-03-02,92894,Travel,Internet Banking,711885.0
103862,6161,2025-11-17,,School Fees,App,
103863,3974,2025-02-22,,School Fees,App,619018.0
103864,2543,2025-03-02,,Groceries,App,718028.0
103865,1643,2025-10-12,169316,Groceries,Branch,531541.0
103866,1490,2024-12-02,,Electronics,,746088.0
103867,6588,2024-07-06,218309,Travel,USSD,183837.0
103868,5859,2024-12-07,35676,School Fees,App,
103869,4059,2025-03-26,,Electronics,USSD,712920.0
103870,5201,2024-11-16,,Electronics,App,
103871,6923,2024-08-19,,School Fees,Internet Banking,237217.0
103872,6310,2024-12-04,,Travel,Internet Banking,
103873,6501,2025-05-18,140754,Bills,Branch,
103874,6378,2024-08-08,,Groceries,Branch,720500.0
103875,3234,2024-07-08,276948,,USSD,
103876,6319,2025-10-08,,,Branch,
103877,1696,2025-02-23,,,,763038.0
103878,1387,2025-10-09,,,,
103879,4793,2025-12-01,,Travel,,
